Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Y
0.5225848019,-0.9145806619,-1.3569395475,0.1109604733,0.9332077359,-0.1344971395,1.3974164203,-0.0826641106,-0.8420252559,1.236113231,-2.0382669382,2.0287649291,-0.6123640325,-1.3250517894,1.5712583196,2.1834840277,1.2896361921,-0.5687069295,0.2280082763,-0.0096111572,0.3678766026,-0.3799469412,-0.5172620791,0.5356486668,1.077048257,-1.3846666611,1.0112343116,0.6161094197,-0.0768113073,-0.0806590342,-1.6499660457,0.6267173707,0.5677962024,-0.624945137,1.6464786316,1.0022902339,1.4847682377,1.3375778811,-0.7499435907,-0.5415402673,1.055656046
0.0281709244,-2.6800284927,-0.0661574066,1.5372254356,0.3387070032,1.9450886501,-2.2174039583,0.2454999831,0.6974374581,-0.3973754128,0.5126827149,0.068429089,-1.4070626153,-0.5203310276,0.2483220221,-0.3314515187,-0.3586034623,0.3758286276,0.8035814236,-0.2708686177,0.2488909867,1.3035157086,2.0968848643,-1.4597797232,0.8745429711,0.3677881286,-1.0241079856,0.5263223099,-0.0232026311,-0.5800109746,-0.2586060319,0.5017194534,-0.607384632,-1.5131568861,-0.2834867465,0.5496327878,-2.8722803643,0.4945206047,0.2188078348,0.3357223954,1.3342743815
0.2378964239,-0.0808091173,0.1286263061,-0.6751220368,2.5938717003,-1.2228945196,1.3862858076,-0.7422962304,-1.3453008387,0.286938008,1.2549785867,-0.6050833396,0.3161391872,-0.4652277219,1.5104096037,-2.0330557064,-1.5158169934,-1.1270459598,-0.8767332227,0.4165010308,-0.6274521001,-1.6594054042,-1.854018263,-0.2215567765,-2.6909753468,-2.2405798923,-1.7810559086,2.065555867,0.4069228875,0.453331227,0.8637396315,0.6997367404,-0.4419830278,1.0133734859,0.6386516104,0.2234692811,0.6242649442,-0.6393582135,-0.7369391147,0.5818224513,0.8679130366
0.0718451602,-1.4813192688,-0.7674328378,-1.1338717081,-1.2523741665,0.9098278582,0.9091937746,-1.8743368378,-1.7445549913,-1.0605507645,-0.8650548532,1.0510906019,-0.7537336961,-1.185351965,1.203070076,0.1515857248,1.2241190477,0.0325658009,-0.8854625769,0.0995749388,1.6740848782,0.1506498306,-1.162781598,1.3385367221,-0.4335776039,-0.1877667866,0.505203951,-0.9373271246,0.9841095238,2.0687933922,1.5878687098,-2.5889493492,0.1102492968,1.1622789406,0.6235736318,-0.4677853661,0.2505252593,-1.6906753843,-2.0639847132,-0.853980864,0.8445023184
-0.1182009668,-1.0606234785,-0.6737621425,0.1230394925,0.61138613,-0.2706600385,1.9359402604,1.2817759723,-0.0428085781,0.9736545566,0.2443850984,0.8850065702,0.4414714353,-0.1527822707,0.4720659085,0.3694668244,-0.2931653907,-0.1162677405,0.6006503539,-1.5671168239,-1.6429800492,-0.547765126,-0.6996580546,-0.745769885,1.5816163702,-1.0770486627,0.9454490488,0.5397085546,0.5647602281,0.3586059973,-0.1079026575,-0.4899774967,-0.1939627723,0.7904426821,0.9843623534,1.194428857,0.5084974315,1.0374245223,0.8283328575,-1.2455888572,1.4215137136
-0.7105491072,1.0058569769,-1.5647473886,0.8075264893,-0.8148572112,-0.5937471145,-1.0611431362,-1.3930387597,-1.1839867972,-0.17817825,0.7110661491,-1.6960966481,0.3818660066,-0.2292105284,0.3077512345,1.7842047587,0.3460775126,-0.3482290119,1.8240675632,1.1370922528,-0.8456911646,1.6275506627,-0.184712828,-1.026360903,1.8048409691,-0.7265798954,0.4651974747,-2.1867677428,0.0015537911,0.1998214685,-0.6263948539,0.5708609337,-0.2706121985,1.4717070591,1.0564526069,0.7690488955,-1.1936333423,0.9021254975,0.3348306862,0.9698200442,0.9499361745
1.652818037,0.882349228,2.4555852028,-0.1588046873,1.301832213,-1.4909745441,0.6043391889,0.8116553796,-1.7161061543,-0.370203897,0.1892471915,-0.2234342587,1.0792295471,0.1401452083,-0.9164170957,0.5143924868,0.3536445074,0.6494771088,1.5285784933,0.6206987923,0.3321523973,-0.2724263494,0.9326960476,1.4735654875,-0.2061797852,2.6288208412,-0.8945304753,0.2943748795,0.3096894815,-2.3753038424,-0.6550475929,-0.2428657652,0.0740818667,-0.2999085494,-0.4821250425,-0.1670055583,-0.2192733208,1.8467570892,0.8456418284,-1.2412143359,1.8439969964
-0.4687177977,-1.1877464673,-0.6358676748,-1.4369645863,-1.1283995051,1.0996196867,0.8062687782,0.2320414274,0.3291213852,0.4113814778,0.4694084475,1.2877238135,2.511071563,0.7116461112,2.423270357,0.2610817919,-1.7271681627,-0.2215954906,1.6895354524,-0.3923743106,0.4640156293,0.8171505571,-0.4214344915,-0.4139859288,0.0477563694,-1.2860566449,1.0420050384,-0.9855778719,-0.2624234965,1.010756198,0.4919381009,0.8141225595,0.0337137109,0.9441381223,-0.2810747439,0.2955473515,-0.3571321772,0.2521055573,1.5467241311,-0.7842155168,1.8354525301
-0.3741793139,-0.3213745293,0.1158862323,-0.6351765708,-0.9491237382,0.7836714964,0.0689112701,0.8219359676,0.0892335054,-1.8132473036,1.4145286538,1.319332331,0.0463239164,-0.9199971812,-0.1353275671,-2.1020309378,-0.8346781305,0.8027581395,0.9296653756,0.4227136481,0.3688686801,0.6052988121,0.4301972365,-0.3529472601,-1.5467042996,-0.6212282499,-1.0472968371,-0.1794297028,-0.4895314955,0.2517203207,0.8949041437,-1.3211281419,-0.7699091004,0.1598212221,1.707732135,-0.7104221807,-1.8489693961,-1.0281520838,0.1683480348,0.1702915099,1.0869711892
0.2928107627,-0.5135948588,2.1387412306,0.4207841761,-0.7079048398,0.0224858096,-2.3709555201,-0.9431082613,0.3894809194,0.0911895296,-0.1564588466,0.4579820797,-2.2104501301,-0.1602904955,-0.2396006991,1.432420505,0.0994064006,-0.8413658055,-1.0498661303,-0.7285592854,-1.341893593,0.0568044817,-1.64826917,-1.4137279447,1.4693578508,0.5318599135,0.815932461,0.8908173154,1.0306013299,-0.3477831427,0.4949266384,-1.5379074923,1.3845228424,0.8193947579,-0.4134029603,-0.1625874303,-1.0018105023,1.2195510997,-1.9750845827,-0.1113593484,0.8454225579
0.1681025723,1.1261125687,0.6847858289,-0.9148236965,0.3301155236,1.4018143929,-0.2506007967,0.0317852537,1.153330074,-0.6991663904,0.8739014449,-1.1978760871,1.2309765541,-0.3963527705,1.8714156246,-2.0991360497,0.7370059933,1.7883290011,1.1837122177,-0.5141954629,1.2890339767,0.2845966325,1.8486311387,-1.4773417697,0.1735056794,0.3957493954,-0.568718039,2.4272377636,0.3612820052,-0.0771806725,0.7868712742,1.0240760191,-0.5876137578,0.0968378434,0.1817066353,-0.8957288686,0.6531720564,2.0320170081,-0.9571525215,1.500628916,1.8444010356
-0.5937169588,-0.4439316322,0.0061542718,-0.321217996,-2.0186300211,-0.6060851185,-1.5024220474,-0.6288121374,-1.4260561578,1.8279408108,-0.5599584516,-0.933861918,0.6983445538,-0.755488556,-0.1385028748,-0.9223716599,-0.7525381729,1.2378249193,1.167059818,-0.9963471015,-0.2546448435,-1.1935549016,0.204816421,-0.0459212759,0.4655851194,-0.42804094,-0.13477257,0.1160582462,-0.7544893991,0.3265771962,0.4308309197,0.1658190541,0.9619849132,-0.1178983839,-0.6904208068,-0.9824512759,-0.651627082,-0.1008341308,-2.7283803371,-0.2726213103,0.8445471344
-1.3505163564,0.7872186403,-0.5783460159,2.7366422202,0.8844224675,-1.2684126909,0.1079349105,0.1429378222,-0.7787462976,0.5060592315,0.2149678212,1.1188087488,0.0048464143,-0.1338487008,0.3978725153,1.5874299139,-1.0650175304,-0.1540903589,-1.7063547205,-2.1668776715,1.1538019444,-0.4313365392,-0.559504251,0.7528200928,-0.7329809025,-1.2273904676,1.1093734011,1.2887428816,0.3885517175,-0.6244508897,-0.5595375001,0.6411251206,-0.094009836,0.1185631222,1.348794647,1.6935830473,1.8351779629,-0.3534895586,0.2747624856,1.0333977692,1.7655629297
0.9285337872,1.4768809785,0.6885659377,0.1489073189,-0.2097237814,-0.1590082917,0.0360552855,1.4175694115,-0.8838559312,1.1096553288,-0.5930438809,1.1485458257,0.8581101854,-0.7168977509,-0.8795614548,-1.1473556383,1.2088885937,0.4885200267,1.5532759193,1.9885152141,0.2593168994,-0.0695867513,-1.016030061,-0.1669610324,2.4088161099,0.850151148,2.3275370756,0.3927474545,2.5228571307,-0.0957747165,-0.1956647098,0.105102207,0.8954883156,0.1747182898,0.5267642136,-0.512958988,-0.9751550806,0.3118878076,-0.4801121974,-0.1621702268,1.8439039303
0.4102941908,-0.6955435036,0.99365354,-2.2790582496,0.0258816819,-0.2146684615,1.7580012615,1.0654299389,-0.8747867077,0.7454626869,-0.3185629191,-1.3129518845,-0.6820504084,-0.2040039825,-1.656648087,-0.1047680984,1.2729291586,-0.8692622071,1.2378903684,-0.3178066596,0.2053503535,1.2445990488,0.6327213854,-0.7562346623,1.3456659691,-0.0176314131,0.1899822726,-0.8992581072,1.1261610407,2.8486421247,-0.8128323525,-0.9090179647,-0.17322717,-1.950222637,-0.453024999,0.1250850826,-0.2818178242,0.2838473372,-0.1334908095,0.0210225182,0.9993546659
-1.8165104071,-1.0791654452,0.0085243942,-1.5304671573,-0.5471087178,0.6395759324,-1.1788887188,1.0820774378,-0.6146891448,-1.4367918728,2.2516697901,-0.0560580107,-0.8785946209,-1.2811409566,1.7187349297,-0.833503584,1.098783063,-0.7601896782,-0.100676718,0.5853996964,-0.1656330495,0.4703367354,0.3692052224,-1.2110760848,0.11817588,0.8589751222,-0.6479727526,-0.3703927068,-1.4457235824,0.8985723947,-0.1448511691,0.2827925373,0.3361202077,-1.1250986761,0.7693311809,1.1568477488,-0.3413236167,0.530427791,-0.0541415894,-0.6952205098,0.8627997944
-0.9994641872,-1.3681033442,1.0893806753,0.5158795221,0.3024930908,0.9738465248,-1.5878485481,-0.5558111578,-0.019640319,1.2582168545,-0.2403934239,1.0806222402,-1.1093340914,-2.2381358908,0.3048924114,-0.0119054103,-1.3411353297,0.1574980678,1.0129345859,-0.6085779278,-0.3267804519,-2.0080092575,-1.2996730138,-0.6078304972,-0.801031153,1.0488820154,1.263726006,1.3827585607,-1.1819984016,-0.396860484,-0.2581091513,0.4267906184,0.6993640072,-1.446954666,-0.4100666781,-0.5509361678,1.0922655444,1.0905799514,0.5066997659,0.3049667788,0.9031547446
-0.8359864215,0.4641117719,0.4412933183,0.0353585372,-1.3498505836,1.0099690956,-0.6154586768,-0.6457745552,0.8416496628,1.0183307994,-1.7032773484,0.2052188618,0.3699410448,1.2700131832,0.6438313594,-0.5393258294,-0.2351818309,0.595480549,0.3501437569,0.5543117633,1.221774719,-0.9363860406,-0.3188413481,0.667799681,0.6985807573,-0.3833723242,0.1163168154,1.1324663873,0.18914829,0.053054265,-1.1734317505,-0.6418782174,1.1364508427,-0.7361307604,0.674763643,1.905163715,0.3503358898,-0.2745377242,-0.8833914966,0.1655004495,1.8192719637
0.588507397,-0.5439366757,1.3096855091,-1.1741110485,-0.1241364212,0.1811949296,0.119691204,-1.0310624302,-0.3454788338,0.3761533549,-1.6878173171,-0.5563738411,-0.4656910215,0.357603428,-1.4702346083,0.4230607063,0.3288375225,0.3839942051,-0.68087273,0.0521234007,-0.7674109143,-2.030007354,-2.1562470347,0.3577659633,-0.3722993256,1.8972537376,0.6558001243,0.5263726594,-0.4203511589,1.9707587153,0.3896007101,0.9869157767,0.2661303196,-0.9837266084,0.4142931028,0.390027261,-1.4363743531,0.4579683107,0.0825411682,-0.616448673,0.8688223564
-0.4190960297,-1.3690342255,0.6251448979,-0.1287707585,-0.0045104637,2.1357775594,-1.099917018,1.7382873574,0.5559301045,-1.2251224587,1.003174777,0.5738965879,-0.0692976098,-0.6158848929,0.8164958752,0.6414562576,-0.7523769328,-0.345072336,-1.2562958917,-0.6269412649,-1.513559057,-0.3847392871,-1.476998306,-0.7443127364,-0.1633852187,2.8655574953,1.2282927604,-0.5341662924,0.4886174072,0.2132221353,0.8419083366,-0.5701236989,-0.1427889489,1.6273932185,-1.6614754504,-1.3925292605,0.0390258847,-0.4235243099,-1.0294052164,1.7497543298,1.093920322
-0.0023401176,2.5873299809,-0.6201238321,-0.4506885048,1.1844512014,-0.6309917881,0.1414458428,-0.554132213,-0.6019099317,-0.7700372583,-1.9702701371,-0.7074665926,-2.0647157613,-0.6650250272,-0.90065151,0.790412728,2.2784814667,1.4748466473,-0.9694256852,-1.2471744419,0.160683603,0.0562499278,-0.0229347376,-0.0918439927,0.1174557457,1.1049277162,-1.9546913793,1.2841426339,-0.185395357,0.85987509,0.2846497553,-1.4119373679,-2.2172415686,0.6842606969,-0.6878369001,-1.3246423184,2.6694528826,1.0133638857,0.2662492293,0.3916256707,0.9715196887
-1.3756700479,-0.6379968124,1.0066181467,0.1822423167,-0.4677479203,-0.381900672,-1.3712058683,-1.3579487497,-0.3789881273,3.3350870366,-0.7995711441,-0.6772424743,0.4026848445,0.8671915169,-0.9555065716,0.1292417107,0.957874937,-0.879930096,1.1312658464,1.5331751877,0.4333349541,0.6305749668,-0.555249964,0.5851807803,-0.3337853432,0.6308416397,0.2467186121,-1.2998403633,0.6506118139,0.1920209145,0.2966690943,0.3113731759,-0.5792566055,0.3019884978,-0.672895243,1.1138210436,-0.1539051188,-0.5602877187,0.1023082813,1.1231606465,1.6874708791
0.0524888163,-0.3197096642,-0.9986349382,1.1600215618,1.7213709128,1.2208360478,-1.015088509,0.2519877907,1.3044435642,-0.9354714955,-0.8116761008,-0.6702080378,1.9144874975,-1.1572633317,2.4156057007,1.0932133115,1.1765711878,-0.5733530845,-0.6963263656,-0.2908815718,-0.2326414223,1.9158253933,1.1487744967,1.6438911343,-0.4713763228,0.8374117559,1.0015790024,-0.4952125666,-1.0652079554,0.3779417568,0.2189265442,-1.6635373986,-0.1235804869,-0.4034761559,0.5578907083,0.211068216,0.1881569798,-0.5860587871,2.2436173711,0.4017337745,1.8204803822
-0.9586778851,-0.1479260673,1.6628384503,1.2922201959,0.8814877629,-1.0429652094,-0.4148779793,-0.2326855252,0.854995324,0.7848120849,-0.0756831879,-0.9712387382,1.4985939533,-1.1590490899,-0.4155398111,0.1449787071,0.320567278,-1.6683546266,0.6575906993,-0.7051146322,-1.337909217,1.1675684968,-0.8470488436,-0.1036133166,1.8422051877,0.3754095126,-0.3688896025,0.2545289847,0.0371409084,-0.6185795603,-0.3157037635,0.4148808989,0.8601386869,1.2335273893,-1.4406991259,0.1867523515,-2.1017852854,-0.8523458194,-0.5129738969,-1.4150763537,0.8888881738
1.510822316,-0.4951443626,1.3745808735,0.3675185629,-0.6473127928,0.8792569503,0.9208413892,1.4210593151,1.3831238715,1.2460596426,1.2522260628,-0.052341584,-0.4870415352,1.5609131955,1.8364946602,0.162553004,0.933958557,-1.087303024,1.1332127923,0.6898691722,0.1533541288,0.7063374082,-0.4136632515,-1.0366548215,-1.5945166387,1.065056099,0.2423542254,-0.4620065303,0.2874632467,1.6752879025,0.3343171571,0.2329107199,0.0432898074,0.7712266824,0.1447323315,-1.2312596586,-1.2928275541,0.052448878,-0.8216995005,2.581469446,1.8442979254
-0.4910444867,0.6735283596,0.1878446861,0.983159957,-0.2767051785,-1.6698467403,0.946540107,0.6654697781,0.4779510853,-0.2858092423,-0.340520505,1.8589615817,0.3091934825,-0.247027969,-0.3068239622,-0.2493349825,0.3134960821,1.2219299801,1.8790463107,-0.308663888,-0.686033087,0.3793386842,0.4801248361,-0.7187242672,0.4553452876,1.2983839036,0.3789974445,0.237606823,1.6754452837,0.1231670231,0.4390649659,-0.5280523652,-0.5247710772,1.9199549636,-1.0575024539,2.2678086749,0.095031051,1.5794105381,1.1474721074,-0.0501166339,1.8443268173
-1.1100244225,1.3750004372,0.3686394879,0.8812254849,0.7317323346,0.5591481868,-0.5046159896,0.2250571306,-0.4045321644,-1.6700944713,-0.7954084329,1.6394592601,-0.6446845553,0.033067264,-2.1316441615,-2.8044824832,-1.1141446581,1.2185737429,-0.5907227358,0.2024954887,0.2215647818,0.7612652248,0.1823187058,1.6464379442,-1.1588448582,0.254256687,-0.6716110869,-0.647601747,-1.0883889956,-0.0860949689,-1.259038173,1.2515462027,2.8642783397,0.4338264144,0.8255287439,-1.0644181472,-0.6927773722,0.595103719,0.8349548271,-2.3818043948,1.7667595841
0.0185092523,1.1680413506,-0.9329121624,0.1849852175,1.5452533786,0.1703614569,-0.9503157447,-0.8710846935,1.9314388165,-0.0865738901,-0.1807730898,0.3334202872,1.5469245342,0.070857335,0.6991292349,0.5503838302,-0.5171072267,0.0664906935,-0.2122830524,2.535257544,0.8101253477,0.4383684436,1.3236735662,0.0616253266,-0.5361966936,-0.8186018494,-0.9393543131,-0.2944572862,-0.2203235567,-0.8858661053,0.1971554359,0.2494462368,1.3734630061,-0.3630089386,-0.2771085503,0.0321634621,0.6398074777,0.59422419,-0.9254741944,0.0976792436,1.8416785793
0.1777897773,0.7237857997,1.9046583929,-0.190000173,0.8547778319,1.6259457031,-0.3321681749,-0.7869435072,-0.0564124786,-0.5549770667,0.4546699001,1.4902887614,-1.6340412288,-1.4417396697,1.0878641345,-0.2007038941,-2.8320339681,-0.0791365384,0.8876977226,1.1488489297,-1.660946957,-0.2306819703,0.2844439815,-0.0480328245,0.8546480994,1.8682554422,0.1726806374,-0.8110541599,1.9293106137,-1.2301789937,-0.9702942509,1.2356672784,-1.6567398723,0.6703692105,-0.3207736181,-0.1655963483,0.0384496921,-0.9391634504,-1.3311157124,-0.0117324277,1.3950007608
1.4981423913,0.307931027,-0.419880704,-0.7024385784,-0.3230092232,-1.8978950594,-1.6502714652,0.0994054656,1.924207657,0.2263408174,-1.0501917018,-0.8269492528,-0.286165822,-0.4081425763,0.8202604935,-1.4117328735,0.7653235696,0.0219884761,-0.1163660202,-1.1332708574,-0.2449245632,1.6556083069,-1.1428877303,-0.7000354042,-0.7116958148,-1.0099091578,-0.369061187,0.8632219321,1.3137966974,-2.6136413551,-0.2194239627,0.2409597894,0.2994381522,0.9899117255,0.0045434038,0.3532860669,-0.4226338123,-1.3123067273,0.4282468572,1.6428983012,1.0391622255
0.1454821375,0.7664548256,1.0460329946,-1.2384866706,3.1164470347,-0.71717417,0.2261872012,0.3832370962,1.4532316489,-0.5441121218,-0.373822034,-2.1357232557,0.7158119764,0.3447331801,0.9841031102,0.2510952883,-0.6749076903,-0.0534887106,0.2104089891,0.2339159038,-0.4935207777,0.1674426053,0.311833994,0.7362695306,-0.0169907476,0.5393974994,0.6800141525,0.6115090132,-0.8947194024,0.2851459441,-0.3934831347,0.2667900396,-1.5990261451,0.2276361986,-0.1023787473,0.0776422359,0.7517161249,1.0495973399,0.6395054783,-0.8465281752,1.8333899243
-0.2181282856,-0.5029904641,0.3191294769,-0.7213885276,1.3328467599,-0.9139235674,-1.1754962314,0.5027726278,-0.8263236021,-0.7882028219,0.9477697732,-0.6807783074,0.0856917288,-1.0625232899,-0.3281924534,0.2559642853,-0.5937745277,-0.4489062305,0.5573478555,-0.466528882,1.1645973391,-0.1381322977,0.3833120942,1.5929362726,1.5733574394,-0.2790604867,0.2103482412,-0.461569388,-0.0876756551,0.0356345331,0.9072362353,-0.7663220524,1.097897256,1.1116066225,-1.0859362341,1.4768535946,0.4293435933,-1.2942540812,0.0642974074,0.3890788631,1.5143439608
-0.6672209305,-0.8182274185,0.9303782991,-0.4969897488,-0.2310700977,-0.8835221704,0.797743815,2.263717967,1.9770078965,-0.4332757553,1.5441218743,-0.7436489854,0.2577112756,0.1454618286,-0.0303418718,-0.6922746903,0.6204961448,-1.4553153538,0.1805122694,-1.1340381786,-0.5639589791,0.2389232776,0.8568473087,2.3253677522,0.5845863905,0.4726105274,0.5327138605,-1.3699412829,-0.9151902551,0.1184518008,0.3371249511,-0.3797295884,1.2437600957,0.0247864498,0.7453794971,-0.5016131259,0.978872736,1.1541692412,-0.8165674587,2.0501723651,1.8319702153
0.3035123869,0.7266386153,-0.2111925918,-0.007690056,-1.1201615414,-0.4208740078,0.1429506835,-0.7244622911,0.6266221409,0.0623539652,-0.0252562217,0.5349247695,-0.2864498597,0.176962585,0.6429666409,1.1268562464,-0.8885367631,0.6057988549,-0.4396430439,-1.0004886655,0.8536653375,-2.9634670985,0.8578320088,1.9885896465,-2.4983430851,0.6254439351,-0.709788152,-0.5450043733,0.6706011466,-0.0527490051,0.9677428007,-0.4817558827,0.4995519074,-2.0120912133,-0.7085590783,0.3506615224,1.1102258741,0.1888676335,-1.3290682978,1.2818302983,1.1878471662
0.2324398582,-0.456274262,2.0046158612,-1.2374708465,2.0896774217,-1.2656164365,0.2397495589,-0.8418012712,-0.7516126245,1.0633108927,-0.6514248766,-2.1849248853,-0.220928823,-0.1829926345,1.7560197649,0.0556680608,0.8593105472,-1.7273905762,-0.3692363979,0.7585608862,1.0934343445,0.6075670836,1.8247337754,0.2630223514,-0.1870900157,1.0643858345,-0.4727755468,0.0045662985,-0.6548713111,-0.0429540162,-0.0164720024,-0.7508147791,-1.0612983155,-2.0846585808,-0.6661585605,-0.6245273333,0.7690124482,-1.5163503063,1.1145427677,0.4747667021,0.9316933799
